,Name,Title,Body,Stars
165,Amazon Customer,I don’t really recommend this,"The media could not be loaded.




 I dont recommend this product because most of the ‘’ slime’’ that I open is not good it doesn’t even look like a slime anymore when I try to stretch it out slowly, it break like a water beads I’m just so disappointed I just waste money",3.0
166,Dar Dar,Falls apart when you play with it,I bought these for 2-5 yr olds and didn't give them out at a birthday party because it falls apart  in your hand into several pcs and has small beads and shiny glitter in them. I thought it was going to be like clay or putty but its not.,3.0
167,sassypants,Buy me,"This was an amazing deal for the price! I originally got them to put in a piñata, but they were too big for that. When we gave them out at the party, the kids loved them",5.0
168,A. Calvert,Great Class Gift,My daughter loves giving these to her classmates. Cute product for kids.,5.0
169,Yessi ,.,A bit smaller than what I expected.,3.0
170,Rick R.,Great Purchase for Kids,"I purchased these for the Valentine's Day exchange at my daughter's school.  I printed labels that said ""Happy ValenSLIME Day"" and they were a hit!  Great value and pretty colors.",5.0
171,carmen,Great birthday favors,Great Birthday favors,5.0
172,Carlene Howard,For the price I guess they are ok,Very watery slime. Also thought they would be bigger,4.0
173,Minnie,Nice party favor,"The kids at my stepsons 4th bday party loved it! We have to hide it from him because kids get slime everywhere, but he loves the texture and to watch it jiggle lol",5.0
174,Buck,Fun,Great for kids birthday party party gifts !,5.0
175,Barbara ,These are awesome!,"I ordered these for my grandkids and they loved them.My son said, ""they are cool""!I bought the set of 24 for them to share.  I guess I picked a cool gift this time. 😁",5.0
176,Sakae,Pretty and great texture.,"These are great sensory experiences.. cool, a little bit tacky (sensation) but not sticky, stretchy, malleable, can break apart if pulled quickly and then meld back into itself; it's good stuff.",5.0
177,Elm,"If you're in doubt, but them!","Purchased for a birthday party favor bag for 5 year old.  Kids loved them!  For the price point they're really high quality.  They're not the sticky type, which I was happy about.",5.0
178,Lauren W.M.,Small,Iy was smaller than I thought. So I had to buy two. But we put them in a gift bag for 4th graders with a tag that said will you be my valenslime? It was a hit.,3.0
179,Lisa A Mata,Fun,Kids loved it,5.0
180,Ari,The product is not as described!,They are not all galaxy colors. And the ones that are not of that color are the worse quality ever. almost liquid and sticky.,3.0
181,ZooRabbit,Arrived with a few different themed balls??,Supposed to be all galaxy slime balls however arrived with 5 NON GALAXY balls??? The odd balls out aren’t even close to the galaxy theme! They have rubber ducks inside??? How can I use those at a galaxy themed party??,3.0
182,M. Lindahl,Pretty cute and fun,Kids love it. There was one with little toy duckies in it. Pretty fun.,4.0
183,Melissa M,Cool colors,"Great colors and packaging, but it doesn’t stretch at all. It just snaps or breaks. I don’t know, maybe i just got an old set. Kind of disappointing.",3.0
184,Ecir.N,Party bag stuffer,These were great for party bags. No mess or sticky residue. The kids enjoyed playing with them.,5.0
185,Kris C,Only received 17 slime balls,Opened the box to find only 17 slime balls out of the 24 as advertised. Do not recommend! Will be returning.,1.0
186,Amazon Customer,love these,The packaging was great! The kiddos loved them! I would order this again! Thank you!,5.0
187,Gabby ,Love it,My son loves the texture .. and they are not messy at all..,5.0
188,Tamara,too watery,"this is too watery, I even can't touch it. My daugther tried to play with it, but got tired after few attempts.",3.0
189,Ana,Don't let kids play on the carpet with the slime.,Great product. The kids love if. Don't let kids play on carpet.,5.0
190,Amazon Customer,Mess free,Mess free and fun for kids,4.0
191,Sydney Brown,They all loved it,Was a hit,5.0
192,anne keo,It makes it very easy to gift kids,Good fun,5.0
193,Deborah,very small,The product is very small. I do not recommend for childrens younger then 9 years old,3.0
194,Amazon Customer,Slime had turned to liquid,Most of the slime jars were liquid when they arrived. Now I have to return them when they came defective.,1.0
195,Huri Argueta,Awesome!,Awesome!,5.0
196,CSCH,"Great for Valentine’s Day, party favors, stocking stuffers, etc",I bought these for my daughter to give to her classmates on Valentine’s Day. Great for boys and girls! They were a hit!,5.0
197,Donna Jacobs,Shipped fast?,Over priced super messy and not easy to play with slime. It is the consistency of germ Ex and if you are familiar with slime sometimes you can work it into thickening up. This stuff not so much. Almost like it got overheated?,3.0
198,Shannon S.,Pretty terrible slime,"Bought this for goodie bags and am glad I let my son open one to try before I handed them out. The slime doesn’t hold together at all—after he played with it for a few minutes, it had separated into tiny bits and smeared all over the table. It was very hard to clean up. Not fun for my son to play with and not fun for me to get back into the cup. I would strongly recommend against this one.",1.0
199,jamie beaver,Really smaller than I thought they’d be. Not what I was looking for.,Waaaaay smaller than I thought they’d be. Not worth the money. I bought this for a carnival fundraiser. Super small for each one. Big enough sized for a toddler that you watch. But too small for our 5 year old. I wouldn’t but this again for $17.,2.0
200,felicia dillon,Great quality slime for giftbags,Amazing product. The kids loved it.,5.0
201,brie,Loved it,Super cute and perfect amount of slime for no mess,5.0
202,Michelle Crook,Waste of money. It’s water!!! Colored water!!! Not an ounce of what was described,"The media could not be loaded.




 No stretch. Pure colored water!!! Waste of money and embarrassed I sent these as a gift. Scam!!!I wish I could give this negative stars",1.0
203,Kimberly winton,Would definitely buy again,My kids were really happy with this slime,5.0
204,anieca williams,Fast shipping,These are super cute a little smaller then I expected but great for parties. Recommended,5.0
205,Anoymous,Nice party favors,nice!,5.0
206,Amazon Customer,Great gift for class,Bought this for my 4th grader to use as valentines.  They were perfect and the kid loved them!,5.0
207,Brandie B,So cool!,This slime is so cool! The containers are super small though but perfect as party favors,5.0
208,Jeromy,Bang for your buck and kids loved,We actually bought these for gifts for Valentine’s Day for my kiddo’s class. They were a hit.,5.0
